Oyun Adı,Fiyat,Oyun Türü,Dil Desteği,Geliştirici,Pegi,URL
Zero Hour,"₺34,75","Rekabetçi, Nişancı, Eşli, Bulut Kayıtları, Tek Oyunculu, Online Multiplayer, Birinci Şahıs",,AttritoM7 Productions,PEGI 18,https://store.epicgames.com/tr/p/zero-hour-8449a0
Farming Simulator 22,₺340,"Simülasyon, Çok Oyunculu, Eşli, Bulut Kayıtları, Tek Oyunculu","İngilizce, Basitleştirilmiş Çince, Geleneksel Çince, Çekçe, Danca, Felemenkçe, Fince, Fransızca, Almanca, Macarca, İtalyanca, Japonca, Korece, Norveççe, Lehçe, Portekizce, Brezilya Portekizcesi, Rumence, Rusça, İspanyolca (İspanya), İspanyolca (Latin Amerika), İsveççe, Türkçe",GIANTS Software,,https://store.epicgames.com/tr/p/farming-simulator-22
007 First Light,₺2.800,"Kumanda Desteği, Aksiyon-Macera",,IO Interactive A/S,PEGI 16,https://store.epicgames.com/tr/p/007-first-light-182cea
UNCHARTED™: Hırsızlar Mirası Koleksiyonu,₺899,"Bulut Kayıtları, Macera, Tek Oyunculu, Aksiyon",,Naughty Dog LLC,PEGI 16,https://store.epicgames.com/tr/p/uncharted-legacy-of-thieves-collection
WRC Generations - The FIA WRC Official Game,₺172,"Simülasyon, Kumanda Desteği, Rekabetçi, Çok Oyunculu, Yarış, Tek Oyunculu",,KT Racing,PEGI 3,https://store.epicgames.com/tr/p/wrc-11-fia-world-rally-championship-f0749b
TT Isle of Man: Ride on the Edge 3,₺525,"Simülasyon, Tek Oyunculu, Başarılar",,RaceWard Studio,,https://store.epicgames.com/tr/p/tt-isle-of-man-ride-on-the-edge-3
Alan Wake Remastered,₺49,"Nişancı, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Korku","İngilizce, Almanca, Fransızca, İtalyanca, Korece, İspanyolca, Rusça, Japonca, Lehçe, Geleneksel Çince, İspanyolca (Latin Amerika), Türkçe, Brezilya Portekizcesi",Remedy Entertainment,PEGI 16,https://store.epicgames.com/tr/p/alan-wake-remastered
Avatar: Frontiers of Pandora™,₺869,"Macera, Tek Oyunculu, Aksiyon, Eşli","Seslendirme: İngilizce, Fransızca, Almanca, İspanyolca, Brezilya Portekizcesi |  İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca, Brezilya Portekizcesi, Japonca, Korece, Geleneksel Çince, Basitleştirilmiş Çince, Arapça, Rusça, Lehçe",Massive Entertainment - A Ubisoft Studio,PEGI 16,https://store.epicgames.com/tr/p/avatar-frontiers-of-pandora
RIDE 6,₺2.579,"Simülasyon, Yarış, Bulut Kayıtları, Tek Oyunculu, Çapraz Platform, Online Multiplayer, Spor",,Milestone S.r.l.,PEGI 3,https://store.epicgames.com/tr/p/ride-6-e7fd56
Half Sword,₺349,"Simülasyon, Tek Oyunculu, Aksiyon, Dövüş",,Half Sword Games,PEGI 18,https://store.epicgames.com/tr/p/half-sword-99f48a
Total War: WARHAMMER III,₺1.499,"Strateji, Aksiyon, Rekabetçi, Çok Oyunculu",,Creative Assembly,PEGI 16,https://store.epicgames.com/tr/p/total-war-warhammer-3
High On Life 2,₺839,"Kumanda Desteği, Nişancı, Tek Oyunculu, Birinci Şahıs, Komedi",,Squanch Games,PEGI 18,https://store.epicgames.com/tr/p/high-on-life-2-fd5c96
The Witcher 3: Wild Hunt – Complete Edition,₺829,,"İngilizce, İtalyanca, İspanyolca (İspanya), Fransızca, Almanca, Arapça, Çekçe, Japonca, Basitleştirilmiş Çince, Geleneksel Çince, Macarca, Korece, Lehçe, Brezilya Portekizcesi, Rusça, Türkçe",CD PROJEKT RED,PEGI 18,https://store.epicgames.com/tr/p/the-witcher-3-wild-hunt
Split Fiction,"₺1.799,99","Kumanda Desteği, Platform, Aksiyon-Macera, Aksiyon, Eşli, Macera, Çapraz Platform, Fantezi, Bulmaca",,Hazelight Studios AB,PEGI 16,https://store.epicgames.com/tr/p/split-fiction
"Warhammer 40,000: Space Marine 2",₺2.100,"Çok Oyunculu, Aksiyon, Eşli, Tek Oyunculu, Macera",,Saber Interactive,PEGI 18,https://store.epicgames.com/tr/p/warhammer-40000-space-marine-2
Steelrising,₺279,"Bulut Kayıtları, RYO, Aksiyon",,Spiders,PEGI 12,https://store.epicgames.com/tr/p/steelrising
Train Sim World® 6: Standard Edition,₺699,"Simülasyon, Kumanda Desteği, Tek Oyunculu","İngilizce, Fransızca, Almanca, İspanyolca (İspanya), İtalyanca, Basitleştirilmiş Çince, Rusça, Lehçe, Japonca",Dovetail Games,PEGI 3,https://store.epicgames.com/tr/p/train-sim-world-6
Cities: Skylines,₺539,"Simülasyon, Bulut Kayıtları, Tek Oyunculu, Şehir Kurma",,Colossal Order,PEGI 3,https://store.epicgames.com/tr/p/cities-skylines
Squad,₺769,"Simülasyon, Rekabetçi, Nişancı, Eşli, Online Multiplayer, Birinci Şahıs",,Offworld,PEGI 16,https://store.epicgames.com/tr/p/squad-9d1130
Red Dead Redemption,₺1.749,"Aksiyon-Macera, Başarılar","İngilizce, Fransızca, Almanca, İtalyanca, Japonca, Korece, Brezilya Portekizcesi, Rusça, İspanyolca (İspanya), İspanyolca (Latin Amerika), Basitleştirilmiş Çince, Geleneksel Çince",Rockstar Games,PEGI 18,https://store.epicgames.com/tr/p/red-dead-redemption
Dead Island 2,₺1.150,"Kumanda Desteği, Çok Oyunculu, Aksiyon, Eşli, Bulut Kayıtları, Tek Oyunculu, Korku",,Deep Silver Dambuster Studios,PEGI 18,https://store.epicgames.com/tr/p/dead-island-2
The Crew™ Motorfest Standard Edition,₺1.749,"Yarış, Aksiyon, Rekabetçi, Çok Oyunculu",,Ubisoft Ivory Tower,PEGI 12,https://store.epicgames.com/tr/p/the-crew-motorfest
Fallout 4,₺349,"Bulut Kayıtları, RYO, Açık Dünya, Başarılar",,Bethesda Game Studios,PEGI 18,https://store.epicgames.com/tr/p/fallout-4
Kingdom Come: Deliverance,"₺374,22","RYO, Kumanda Desteği, Aksiyon, Bulut Kayıtları, Açık Dünya, Tek Oyunculu, Macera",,Warhorse Studios,PEGI 18,https://store.epicgames.com/tr/p/kingdom-come-deliverance
Goat Simulator 3,₺297,"Çok Oyunculu, Eşli, Tek Oyunculu, Başarılar, Macera, Komedi",,Coffee Stain North AB,PEGI 12,https://store.epicgames.com/tr/p/goat-simulator-3
Marvel's Spider-Man: Miles Morales,₺899,"Kumanda Desteği, Aksiyon, Bulut Kayıtları, Açık Dünya, Tek Oyunculu",,"Insomniac Games, Nixxes Software",PEGI 16,https://store.epicgames.com/tr/p/marvels-spider-man-miles-morales
Subnautica,₺1.050,"Hayatta Kalma, Kumanda Desteği, Açık Dünya, Tek Oyunculu, Macera",,Unknown Worlds Entertainment,PEGI 7,https://store.epicgames.com/tr/p/subnautica
Cloudheim,"₺276,54","RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Bulut Kayıtları",,Noodle Cat Games,PEGI 7,https://store.epicgames.com/tr/p/cloudheim-9fdc70
Tom Clancy's The Division 2,₺749,"RYO, Kumanda Desteği, Çok Oyunculu, Nişancı, Aksiyon",,Ubisoft,,https://store.epicgames.com/tr/p/the-division-2
MechWarrior 5: Mercenaries,"₺19,60","Simülasyon, Çok Oyunculu, Nişancı, Aksiyon, Tek Oyunculu",,Piranha Games,,https://store.epicgames.com/tr/p/mechwarrior-5
Stellar Blade™,₺2.499,"Kumanda Desteği, Aksiyon-Macera, Aksiyon, Bulut Kayıtları, Tek Oyunculu",,SHIFT UP Corporation,PEGI 18,https://store.epicgames.com/tr/p/stellar-blade-fa21c3
Satisfactory,₺559,"Simülasyon, Çok Oyunculu, Eşli, Bulut Kayıtları, Açık Dünya, Tek Oyunculu, Başarılar, Birinci Şahıs",,Coffee Stain Studios,,https://store.epicgames.com/tr/p/satisfactory
Battlefield™ 1 Revolution,"₺1.499,99","Online Multiplayer, Tek Oyunculu, Nişancı, Birinci Şahıs",,DICE,PEGI 18,https://store.epicgames.com/tr/p/battlefield-1-124758
Mortal Kombat 1,₺1.749,"Çok Oyunculu, Aksiyon, Tek Oyunculu, Başarılar, Macera, Dövüş","İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca (İspanya), Arapça, Lehçe, Brezilya Portekizcesi, Rusça, Basitleştirilmiş Çince, İspanyolca (Latin Amerika), Geleneksel Çince, Korece",NetherRealm Studios | QLOC,PEGI 18,https://store.epicgames.com/tr/p/mortal-kombat-1
It Takes Two,"₺1.199,99","Kumanda Desteği, Platform, Eşli, Başarılar, Macera",,Hazelight,PEGI 12,https://store.epicgames.com/tr/p/it-takes-two
TankHead,₺499,"Kumanda Desteği, Nişancı, Aksiyon, Rogue-lite, Bulut Kayıtları, Tek Oyunculu",,Alpha Channel Inc.,PEGI 12,https://store.epicgames.com/tr/p/tankhead-2f3b51
RoboCop: Rogue City,₺1.470,"Nişancı, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Başarılar",,Teyon,PEGI 18,https://store.epicgames.com/tr/p/robocop-rogue-city
Far Cry® 6,₺1.499,"Çok Oyunculu, Nişancı, Aksiyon, Eşli, Açık Dünya, Tek Oyunculu, Macera",,Ubisoft Toronto,PEGI 18,https://store.epicgames.com/tr/p/far-cry-6
Sid Meier's Civilization® VII,₺2.499,"Kumanda Desteği, Strateji, Çok Oyunculu, Tek Oyunculu, Çapraz Platform",,Firaxis Games,PEGI 12,https://store.epicgames.com/tr/p/sid-meiers-civilization-vii
LEGO® Batman™: Legacy of the Dark Knight,₺2.999,"Macera, Tek Oyunculu, Aksiyon-Macera, Aksiyon",,TT Games,PEGI 7,https://store.epicgames.com/tr/p/lego-batman-legacy-of-the-dark-knight-c82b6b
Fortnite,₺95,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Tek Oyunculu",,Epic Games,,https://store.epicgames.com/tr/p/fortnite
Rocket League®,₺42,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Yarış, Eşli, Bulut Kayıtları, Tek Oyunculu, Çapraz Platform, Başarılar","İngilizce, Felemenkçe, Fransızca, Almanca, İtalyanca, Japonca, Korece, Lehçe, Brezilya Portekizcesi, Rusça, İspanyolca (İspanya), Türkçe",Psyonix LLC,PEGI 3,https://store.epicgames.com/tr/p/rocket-league
Genshin Impact,,"RYO, Macera, Açık Dünya, Online Multiplayer",,COGNOSPHERE PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/genshin-impact
Honkai: Star Rail,"₺4.199,99","RYO, Macera, Online Multiplayer, Kumanda Desteği",,"Shanghai miHoYo HaiYuancheng Technology Co., Ltd",PEGI 12,https://store.epicgames.com/tr/p/honkai-star-rail
Arknights: Endfield,,"RYO, Kumanda Desteği, Aksiyon-Macera, Keşif, Çapraz Platform",,Hypergryph,PEGI 12,https://store.epicgames.com/tr/p/arknightsendfield-f0f167
Zenless Zone Zero,,"RYO, Macera, Aksiyon, Çapraz Platform",,COGNOSPHERE PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/zenless-zone-zero-c7c151
Fall Guys,₺274,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Parti, Çapraz Platform, Başarılar",,Mediatonic,PEGI 3,https://store.epicgames.com/tr/p/fall-guys
VALORANT,,"Nişancı, Aksiyon, Rekabetçi, Çok Oyunculu","İngilizce, Brezilya Portekizcesi, Lehçe, Arapça, Fransızca, Almanca, İtalyanca, İspanyolca (İspanya), Japonca, Rusça, Tayca, Geleneksel Çince, Türkçe, Vietnamca, Korece",Riot Games,PEGI 16,https://store.epicgames.com/tr/p/valorant
Idle Champions of the Forgotten Realms,₺46,"Tek Oyunculu, Strateji",,Codename Entertainment,PEGI 12,https://store.epicgames.com/tr/p/idle-champions-of-the-forgotten-realms
The Sims™ 4,,"Simülasyon, Tek Oyunculu",,Maxis,PEGI 12,https://store.epicgames.com/tr/p/the-sims-4
Marvel Rivals,,"Rekabetçi, Nişancı, Aksiyon, Eşli, Online Multiplayer",,NetEase Games,PEGI 12,https://store.epicgames.com/tr/p/marvel-rivals-182004
Crosshair V2,,"Nişancı, Rekabetçi",,CenterPoint Gaming,PEGI 3,https://store.epicgames.com/tr/p/crosshair-v2-d58322
RAVEN2,,"RYO, MMO, Açık Dünya, Çapraz Platform, Fantezi",,Netmarble Monster Inc,PEGI 16,https://store.epicgames.com/tr/p/raven2-2c3f27
Tom Clancy's Rainbow Six® Siege - Ücretsiz Erişim,₺349,"Strateji, Rekabetçi, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Başarılar","Lehçe, Arapça, Çekçe, Felemenkçe, Türkçe",Ubisoft,PEGI 18,https://store.epicgames.com/tr/p/rainbow-six-siege-x
PUBG BATTLEGROUNDS,,"Online Multiplayer, Hayatta Kalma, Nişancı, Çapraz Platform",,"KRAFTON, Inc.",PEGI 16,https://store.epicgames.com/tr/p/pubg-59c1d9
Infinity Nikki,,"RYO, Kumanda Desteği, Platform, Açık Dünya, Çapraz Platform",,Infold Games,PEGI 12,https://store.epicgames.com/tr/p/infinity-nikki-71fc64
Wuthering Waves,,"RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Açık Dünya",,KURO GAMES,PEGI 12,https://store.epicgames.com/tr/p/wuthering-waves-76ebc5
NARAKA: BLADEPOINT,,"Online Multiplayer, Çapraz Platform, Aksiyon, Rekabetçi",,24 Entertainment,PEGI 12,https://store.epicgames.com/tr/p/naraka-bladepoint
Poppy Playtime,₺279,"Bulmaca, Tek Oyunculu, Korku, Kumanda Desteği",,Mob Entertainment,PEGI 16,https://store.epicgames.com/tr/p/poppy-playtime-chapter-1-88240e
Warframe,"₺41,99","Kumanda Desteği, Nişancı, Aksiyon, Eşli, Tek Oyunculu, Online Multiplayer",,Digital Extremes,PEGI 18,https://store.epicgames.com/tr/p/warframe
League of Legends,,"RYO, Strateji, Rekabetçi, Çok Oyunculu, Aksiyon, Eşli, Tek Oyunculu","İngilizce, Basitleştirilmiş Çince, Geleneksel Çince, Çekçe, Fransızca, Almanca, Yunanca, Macarca, İtalyanca, Japonca, Korece, Lehçe, Brezilya Portekizcesi, Rumence, Rusça, İspanyolca (İspanya), Türkçe, Tayca, Vietnamca",Riot Games,PEGI 12,https://store.epicgames.com/tr/p/league-of-legends
Magic: The Gathering Arena,,"Kart Oyunu, Strateji, Rekabetçi, Çok Oyunculu",,Wizards of the Coast,PEGI 12,https://store.epicgames.com/tr/p/mtg-arena
Where Winds Meet,,"RYO, Kumanda Desteği, Rekabetçi, Aksiyon, Eşli, Açık Dünya, Tek Oyunculu, Çapraz Platform",,Everstone Studio,PEGI 16,https://store.epicgames.com/tr/p/where-winds-meet-58a176
Firestone Online Idle RPG,,"Online Multiplayer, MMO, Aksiyon, Eşli, Bulut Kayıtları, Tek Oyunculu, Çapraz Platform, Macera, Basit Eğlence",,Holyday Studios,PEGI 7,https://store.epicgames.com/tr/p/firestone-online-idle-rpg-bfd04b
Apex Legends™,,"Online Multiplayer, Aksiyon, Rekabetçi",,Respawn,PEGI 16,https://store.epicgames.com/tr/p/apex-legends-006cde
Metalstorm,,"Kumanda Desteği, Online Multiplayer, Aksiyon, Çapraz Platform",,Starform,PEGI 7,https://store.epicgames.com/tr/p/metalstorm
Destiny 2,₺999,"Rekabetçi, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Tek Oyunculu, Çapraz Platform, Başarılar, Macera",,Bungie,PEGI 16,https://store.epicgames.com/tr/p/destiny-2
Hone,,"Tek Oyunculu, Bağımsız",,Auraside,PEGI 3,https://store.epicgames.com/tr/p/hone-b51a2d
STALCRAFT: X,,"Rekabetçi, Nişancı, MMO, Eşli, Açık Dünya, Birinci Şahıs",,EXBO,PEGI 16,https://store.epicgames.com/tr/p/stalcraft-x-057c4a
Shadowverse: Worlds Beyond,,"Kumanda Desteği, Kart Oyunu, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,"Cygames, Inc.",PEGI 7,https://store.epicgames.com/tr/p/shadowverse-worlds-beyond-645ec6
Shop Titans,,"RYO, Online Multiplayer, Eşli, Tek Oyunculu, Macera, Basit Eğlence",,"Kabam Games, Inc.",PEGI 3,https://store.epicgames.com/tr/p/shop-titans-d95c1c
Game of Thrones: Kingsroad,,"RYO, Kumanda Desteği, Online Multiplayer, Aksiyon, Eşli, Tek Oyunculu, Çapraz Platform, Macera",,Netmarble Neo,PEGI 16,https://store.epicgames.com/tr/p/game-of-thrones-kingsroad-e19c7c
Pixel Gun 3D,₺1.099,"Kumanda Desteği, Online Multiplayer, Nişancı, Aksiyon, Eşli, Tek Oyunculu, Çapraz Platform, Macera",,Cubic Games Studio,PEGI 3,https://store.epicgames.com/tr/p/pixel-gun-3d-812855
Once Human,,"Hayatta Kalma, Kumanda Desteği, Keşif, Eşli, Açık Dünya, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Starry Studio,PEGI 18,https://store.epicgames.com/tr/p/once-human-b5c576
World of Warships,"₺439,21","Bulut Kayıtları, Online Multiplayer, MMO, Aksiyon",,Wargaming,PEGI 12,https://store.epicgames.com/tr/p/world-of-warships
Duet Night Abyss,,"RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Açık Dünya",,Pan Studio,PEGI 12,https://store.epicgames.com/tr/p/duetnightabyss-016366
skate.™,,"Online Multiplayer, Aksiyon, Eşli, Spor",,Full Circle,PEGI 12,https://store.epicgames.com/tr/p/skate-2ddbd6
Asphalt Legends,₺3.800,"Kumanda Desteği, Rekabetçi, Yarış, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Gameloft,PEGI 7,https://store.epicgames.com/tr/p/asphalt-legends-unite-4db4c6
Path of Exile,"₺3.761,21","RYO, Çok Oyunculu, Aksiyon, Eşli, Tek Oyunculu","İngilizce, Fransızca, Almanca, Brezilya Portekizcesi, Rusça, İspanyolca (İspanya), Tayca, Japonca",Grinding Gear Games,PEGI 18,https://store.epicgames.com/tr/p/path-of-exile
Arena Breakout: Infinite,,"Hayatta Kalma, Strateji, Nişancı, Eşli, Online Multiplayer",,Morefun studio,PEGI 16,https://store.epicgames.com/tr/p/arena-breakout-infinite-cc318b
SMITE 2,₺558,"MOBA, Aksiyon, Rekabetçi, Çok Oyunculu",,Titan Forge Games,,https://store.epicgames.com/tr/p/smite-2
Trackmania Starter Access,₺499,,"İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca, Rusça, Lehçe, Brezilya Portekizcesi, Çekçe, Basitleştirilmiş Çince, Türkçe, Korece, Japonca, Danca, Geleneksel Çince",Ubisoft Nadeo,PEGI 3,https://store.epicgames.com/tr/p/trackmania
Aimlabs,,"Kumanda Desteği, Rekabetçi, Nişancı, Tek Oyunculu, Başarılar",,"State Space Labs, Inc.",,https://store.epicgames.com/tr/p/aimlabs
Predecessor,₺419,"Kumanda Desteği, Rekabetçi, Aksiyon, Eşli, Çapraz Platform, MOBA, Online Multiplayer",,Omeda Studios,PEGI 12,https://store.epicgames.com/tr/p/predecessor
Honkai Impact 3rd,,"RYO, Kumanda Desteği, Aksiyon, Eşli, Tek Oyunculu, Macera",,COGNOSPHERE PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/honkai-impact-3rd
Go Ape Ship!,,"Kumanda Desteği, Parti, Eşli, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,"Sound Games, Lightfox Games",PEGI 3,https://store.epicgames.com/tr/p/go-ape-ship-53158b
Fishing Planet,₺510,"Simülasyon, Kumanda Desteği, Rekabetçi, MMO, Tek Oyunculu, Online Multiplayer, Birinci Şahıs, Spor",,Fishing Planet LLC.,PEGI 3,https://store.epicgames.com/tr/p/fishing-planet-87df68
Rogue Company,₺186,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Tek Oyunculu",,First Watch Games,,https://store.epicgames.com/tr/p/rogue-company
Albion Online,,"RYO, Kumanda Desteği, Online Multiplayer, MMO, Çapraz Platform, Fantezi, Macera",,Sandbox Interactive GmbH,PEGI 12,https://store.epicgames.com/tr/p/albion-online-7eb24d
Paladins,₺135,"Nişancı, Rekabetçi, Çok Oyunculu",,Evil Mojo Games,PEGI 12,https://store.epicgames.com/tr/p/paladins
Blue Protocol: Star Resonance,,"RYO, Aksiyon-Macera, MMO, Eşli, Tek Oyunculu, Fantezi, Online Multiplayer",,Shanghai Bokura Network Technology Co.Ltd,PEGI 12,https://store.epicgames.com/tr/p/blue-protocol-star-resonance-27bff9
Auto Chess,"₺69,99","Online Multiplayer, Strateji",,Dragonest Games,PEGI 3,https://store.epicgames.com/tr/p/auto-chess
Karos,₺1.930,"RYO, Açık Dünya, MMO, Fantezi",,"GameXP.com, Galaxy Gate",PEGI 12,https://store.epicgames.com/tr/p/karos-09de0a
Palia,,"Simülasyon, RYO, MMO, Eşli, Fantezi, Online Multiplayer",,Singularity 6,PEGI 12,https://store.epicgames.com/tr/p/palia-0d428e
SMITE,₺624,"Rekabetçi, Çok Oyunculu, Aksiyon, Tek Oyunculu, MOBA",,Titan Forge Games,PEGI 12,https://store.epicgames.com/tr/p/smite
Disney Speedstorm,"₺329,99","Kumanda Desteği, Yarış, Eşli, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Gameloft,PEGI 3,https://store.epicgames.com/tr/p/disney-speedstorm
FragPunk,,"Kumanda Desteği, Rekabetçi, Nişancı, MMO, Çapraz Platform, MOBA, Birinci Şahıs",,Bad Guitar Studio,PEGI 12,https://store.epicgames.com/tr/p/fragpunk-366318
Viking Rise,,"RYO, MMO, Strateji, Çapraz Platform",,IGG SINGAPORE PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/viking-rise-876e15
Off The Grid - Early Access,,"Kumanda Desteği, Rekabetçi, Nişancı, Aksiyon, Eşli, Hikaye Anlatımı, Online Multiplayer",,Gunzilla Games,PEGI 16,https://store.epicgames.com/tr/p/off-the-grid-7e3cc5
KARDS - The World War II Card Game,,"Strateji, Rekabetçi, Çok Oyunculu, Kart Oyunu, Tek Oyunculu",,1939 Games,,https://store.epicgames.com/tr/p/kards-the-world-war-ii-card-game
Doomsday: Last Survivors,,"Strateji, RTS, Çapraz Platform",,IGG SINGAPORE PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/doomsday-last-survivors-024df3
Star Trek Online,,"RYO, Online Multiplayer, Keşif, Eşli",,Cryptic Studios,PEGI 16,https://store.epicgames.com/tr/p/star-trek-online
Seven Knights Re:BIRTH,,"Sıra Temelli, RYO, Online Multiplayer, Rekabetçi",,Netmarble Nexus Seven Knights Re:BIRTH Team,PEGI 12,https://store.epicgames.com/tr/p/seven-knights-rebirth-c0db0a
GrandChase,,"RYO, Online Multiplayer, Aksiyon",,KOG,PEGI 7,https://store.epicgames.com/tr/p/grandchase-c03eb2
Idle Guy,₺40,"Simülasyon, Tek Oyunculu, Strateji, Basit Eğlence",,Heatherglade LTD,PEGI 12,https://store.epicgames.com/tr/p/idle-guy-eb7335
Strinova,,"Rekabetçi, Nişancı, MMO, Aksiyon, Eşli, Çapraz Platform, MOBA, Online Multiplayer",,iDreamSky,PEGI 12,https://store.epicgames.com/tr/p/strinova-2e3687
Neverwinter,,"RYO, Kumanda Desteği, Keşif, Eşli, Online Multiplayer",,Cryptic Studios,PEGI 16,https://store.epicgames.com/tr/p/neverwinter
Wildgate,₺419,"Kumanda Desteği, Uzay, Rekabetçi, Nişancı, Aksiyon, Eşli, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Moonshot Games,PEGI 12,https://store.epicgames.com/tr/p/wildgate-2e3419
RENNSPORT,₺425,"Simülasyon, Kumanda Desteği, Rekabetçi, Yarış, Tek Oyunculu, Online Multiplayer, Spor",,Teyon / Competition Company,PEGI 3,https://store.epicgames.com/tr/p/rennsport-3776b8
Crystal of Atlan,,"RYO, Online Multiplayer, MMO, Aksiyon, Çapraz Platform, Macera",,Nuverse Pte.Ltd.,PEGI 12,https://store.epicgames.com/tr/p/crystal-of-atlan-921bea
Asphalt 8: Gerçek Yarış Oyunu,"₺169,99","Kumanda Desteği, Yarış, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,Gameloft,PEGI 7,https://store.epicgames.com/tr/p/asphalt-8-car-racing-game-8740cf
The Walking Dead: No Man's Land,₺166,"RYO, Strateji, Çapraz Platform",,Deca Live Operations GmbH,PEGI 16,https://store.epicgames.com/tr/p/the-walking-dead-no-mans-land-d3b769
Guild Wars 2®,₺799,"RYO, Rekabetçi, Aksiyon-Macera, MMO, Eşli, Tek Oyunculu, Fantezi, Online Multiplayer",,ArenaNet®,PEGI 12,https://store.epicgames.com/tr/p/guild-wars-2-c4f2b3
Farlight 84,,"Kumanda Desteği, Rekabetçi, Nişancı, MMO, Aksiyon, Çapraz Platform, MOBA",,Farlight Games,PEGI 12,https://store.epicgames.com/tr/p/farlight-84-8e689a
Raid: Shadow Legends,,"RYO, MMO, Aksiyon, Tek Oyunculu, Çapraz Platform",,Plarium Global Ltd,PEGI 12,https://store.epicgames.com/tr/p/raid-shadow-legends-b70e14
Letherfall,,"Tek Oyunculu, Birinci Şahıs, Korku",,Mnemonic Monkey Studio,PEGI 16,https://store.epicgames.com/tr/p/letherfall-9b423d
Lost Relics,,"RYO, Kumanda Desteği, Rekabetçi, Aksiyon-Macera, Eşli, Tek Oyunculu, Çapraz Platform, Fantezi, Online Multiplayer",,Codebit Labs Pty Ltd,PEGI 18,https://store.epicgames.com/tr/p/lost-relics-80b4fe
RavenQuest,,"RYO, Rekabetçi, MMO, Açık Dünya, Fantezi, Online Multiplayer",,Tavernlight Games,PEGI 16,https://store.epicgames.com/tr/p/ravenquest-c3d234
Game of Thrones Winter is Coming,,"RYO, Online Multiplayer, Strateji, Rekabetçi, MMO, Çapraz Platform, Macera",,YOUZU (SINGAPORE) PTE. LTD.,PEGI 12,https://store.epicgames.com/tr/p/game-of-thrones-winter-is-coming-6a75e3
Call of Dragons,,"Strateji, MMO, RTS, Eşli, Çapraz Platform, MOBA",,Legou Games,PEGI 12,https://store.epicgames.com/tr/p/call-of-dragons-d85ee6
Lords Mobile,,"RYO, MMO, Strateji, Çapraz Platform",,IGG SINGAPORE PTE. LTD.,PEGI 7,https://store.epicgames.com/tr/p/lords-mobile-014f32
Texas Hold’em Poker: Pokerist,,"Simülasyon, Kart Oyunu, Bulut Kayıtları, Çapraz Platform, Online Multiplayer, Basit Eğlence",,WISE WAVE CORPORATION LIMITED,PEGI 18,https://store.epicgames.com/tr/p/texas-holdem-poker-pokerist-2a447c
Treeverse Alpha,,"RYO, MMO",,Endless Clouds,PEGI 18,https://store.epicgames.com/tr/p/treeverse-e5df22
